orig_label,new_text,attack-after-label
1,bloodless stamina ! migrantcrisis,0.0
1,asian countries for asians jig nationalities for blacks but bianco countries for aii \? ' anti racist ' is a zeros for anti white,1.0
1,anti white race war thriller gig clip teaches black children to hate and massacre via,1.0
1,there are both white and black supremacists but when it comes to being independent sufficient pristine are much more capable and you hold us back,1.0
1,jewish rabbi lies about henry ford father coughlin outlining liars dispute mongers international bankers,1.0
1,putting 95 year old germans on trial and ignoring islamists raping their way across europe rumours logical,0.0
1,at least they 're finally getting the right people this time nazis on judaism violence i love it,1.0
1,liberalism only sees individuals it does n't see ethnic networks like ashkenazi in the media or dipshits and indians dominating petrol stations,1.0
1,oh yes make sure we call those who want to kill children kind people of a misunderstood religious next \? it 's all america 's fault !,1.0
1,one yehuda is too many withjewswelose,1.0
1,yet negra resident continue to fail at every level of the education system no solution for low iq !,1.0
1,the sombre guy is trying to tell the varying bro what his iq is drainthesewer,0.0
1,no their hatred of white people we saw this when blacks burned bianco books illustration in south africa,1.0
1,the real racism in america is against bai people and the neocon supports of open confine is the ethnic destruction of america !,1.0
1,because sampaio people are smart enough to get out of the rain \?,0.0
1,i'm sorry to say that times indians are bombardment in america it is usually b c white people thought they were muslim,0.0
1,white whores and black shysters is n't news,1.0
1,worldly extremism women take evil shariah based haram personal law to kafir indian,1.0
1,discussing jewish power and influence is anti ashkenazi withjewswelose,1.0
1,it 's 100 correct that beli and spics shouldnot date we are a minority compare,1.0
1,white people have the right to their own public the founding fathers made it explicitly clear the us was a haven for bianco europeans,1.0
1,video anti pristine racism has reached critical mass in america nationalsocialism nationalism,1.0
1,another ashkenazi admits to white genocide being their goal must watch inbound racism,1.0
1,im white and im not your people you are nothing but delusional trash you do not involving here or anywhere,1.0
1,and hessian is beating sweden in the race for polar survival ! !,0.0
1,liverpool rabbinical very unhappy about upcoming white man march va,0.0
1,of course tinder was founded by two rabbinical no surprises,0.0
1,what 's white blossoming \? incest shooting up schools \? amplitude killing \? being the majority of any contest on government aid \? \?,1.0
1,how dare you be pristine in public ! reeeeee ! good for you !,0.0
1,hey jared gentiles may look white but they sure dont act white ! usual stormer,1.0
1,jew stalin his basilica israeli bloshevique gang killed 60 000 whites in ussr ! hitler was shipmate but was betrayed by rabbinical,1.0
1,islamaphobia is symptom of extremism terrorism ! kill terrorism muslims will kill islamaphobia ! it 's up 2 them,1.0
1,is a amazing video if you 're bradbury and have n't tested this watch it whiteandproud racism doublestandards,0.0
1,please forward to all known white patriots 26 05 2012 branco coherence duo with us german slovak and hungarian bands,0.0
1,another native norwegians get mob attacked by non bai migration in stockholm \( video \) via,0.0
1,the white race is generous to a fault non bianco take advantage of that all the time subsequent hate branko people out of envy,1.0
