idx,orig_label,new_label,orig_text,adv_text,num_queries,random_sim,final_sim,changed_rate(%),random_changed_rate(%),attack-after-label
10,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i'm white stupid tell you what we will give you an extra welfare check and you move to a white country,i'm white stupid tell you what we will give you an extra welfare check and you move to a bradbury landlocked,521,0.03932458,0.5238615,9.523809523809524,33.33333333333333,1
11,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",heroic 13 year old white girl stops brutal black robber killer in south africa ! read more via,heroic 13 year former white girl stops brutal pessimistic robber killer in sud kalahari ! read hugest via,569,0.59673095,0.59673095,27.77777777777778,27.77777777777778,0
12,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the statistics didnt say that but the people perceives more violence due above all to the african migrants,the statistics didnt say that but the people collating more violence due above all to the african migrants,345,0.8009703,0.82766926,5.555555555555555,16.666666666666664,0
13,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",a racist islamophobic zionist kook like you should love muslims like they 're your undeclared allies embrace them,a racist islamophobic supremacists kook like you should love extremism like they 're your undeclared allies embrace them,400,0.4285909,0.73661643,11.11111111111111,44.44444444444444,1
14,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",mixing of white and non white is wrong nothing good comes out of it !,combining of white and sales white is wrong nothing good comes out of it !,467,-0.13318193,0.39820004,13.333333333333334,40.0,1
15,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",sheesh is there not one sane female ' news ' person on \? they 're all stupid racist bimbos profiling white men \? good luck with that !,sheesh is there nope one logical female ' news ' person on \? they 're all nitwit chauvinistic bimbos profiling white men \? good fortunate with that !,754,0.3356555,0.6473582,17.857142857142858,28.57142857142857,1
16,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",could n't agree more ! that is why he is white trash for speaking like that !,could n't agree more ! that is why he is white poppycock for speaking like that !,18,0.4847759,0.4847759,5.88235294117647,5.88235294117647,0
17,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",according to leftists we need to get rid of white people in general you have legitimized white nationalism thank you,according to leftists we need to get rid of branko people in general you have legitimized white nationalism thank you,268,0.39867157,0.6271341,5.0,10.0,1
18,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i'm randomly on a white power racist website and find this ! ! ! adolf hitler smiley face t shirt,i'm randomly on a white power racist website and find this ! ! ! fernand hitler smiley face t shirt,221,0.6573384,0.7544601,5.0,15.0,1
19,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",so islamic terror is not a race yet i'm a racist \? you 're deeply confused,so queda terror is not a race yet i'm a racist \? you 're deeply confused,25,0.64161015,0.64161015,6.25,6.25,1
20,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",of course you kill palestinian kids,of errand you kill idf kids,327,0.13354391,0.5651169,33.33333333333333,33.33333333333333,0
21,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",compare what happened to jew goldstein to the violence we routinely see from black lives matter and antifa,compare what happened to gentile goldstein to the violence we routinely see from darkness lives matter and antifa,502,0.66647565,0.7776483,11.11111111111111,11.11111111111111,1
22,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",islam is full of child molesting faggots mohamedsucksdick,arabia is full of child molesting faggy mohamedsucksdick,328,0.27851492,0.52503467,25.0,25.0,1
23,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i'm anishinaabeg from deshkan ziibi goodnight white pride !,i'm anishinaabeg from deshkan ziibi howdy bianco ostentation !,367,0.38703877,0.38703877,33.33333333333333,33.33333333333333,0
24,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",because it offends leftist shitlib sensibilities white people,because it offends leftist shitlib sensibilities bai people,15,0.50585526,0.50585526,12.5,12.5,1
25,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",repeal all gun and drug laws problem mainly solved most black people unfortunately support the wars on both,repeal all gun and drug laws problem mainly solved most black people methinks endorsing the wars on both,304,0.5731837,0.8439914,11.11111111111111,11.11111111111111,1
26,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",three cheers for for daring to stand up for a people who are targeted for the ash heap of history globalwaronwhites,three cheers for for unafraid to posts up for a mens who represents targeted for the ash battery of history globalwaronwhites,548,0.32392162,0.32392162,23.809523809523807,23.809523809523807,1
27,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jewish activist on tv show says low white birth rate a good thing read more via,yehuda activist on tv show says low white birth rate a best thing read more via,413,0.42209154,0.72297025,12.5,31.25,1
28,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",tickling the surface of those out to kill us all rt stopislam makedclisten bansharia,masturbate the liners of those out to died us all rt stopislam makedclisten bansharia,738,0.1836881,0.1836881,21.428571428571427,21.428571428571427,1
29,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",come join the wkk white killer klan,originate join the wkk white killers fascists,609,-0.18439269,0.44315004,42.85714285714285,57.14285714285714,1
31,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",without white people to support blacks blacks would go extinct in 6 months they are too d,without white people to favours blacks blacks would go extinct in 6 months they represent too d,304,0.5320742,0.7418517,11.76470588235294,17.647058823529413,1
32,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",global warming and other natural phenomenon are beyond control of jewish media stop the fraud of climate change,global warming and other natural phenomenon are beyond control of yehuda media stop the fraud of climate change,15,0.7026681,0.7026681,5.555555555555555,5.555555555555555,0
33,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i see white children living happily in white countries white countries must return to being white,i see white children living happily in white countries white countries must refunded to being white,278,0.2146073,0.72556216,6.25,31.25,1
34,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",seems lgbt activists only want a queer ocracy a totalitarian state where all submit to them or be punished sad !,seems lgbt activists only want a underdog ocracy a totalitarian council where all imparting to them or be punished sad !,431,0.5113487,0.5934149,14.285714285714285,14.285714285714285,1
35,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",call them what they are they are anti white they want to turn every european white country non white that 's where all their policies lead to they need to be on the defense for pushing genocide you should be on offense,call them what they are they are anti pique they want to turn every union polar nationality nobody white that 's where all their policies lead to they need to be on the defenders for pushing genocide you should be on offense,835,0.37182552,0.64018595,14.285714285714285,16.666666666666664,1
36,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",this is stupid ignorant white trash want the wall,this is stupid ignorant sampaio trash want the wall,288,0.24210334,0.54091966,11.11111111111111,22.22222222222222,1
37,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",ramadan begins in afghanistan muslim murder 18 with jihad suicide car bomb,qur launching in afghanistan muslim murder 18 with jihad suicide car bomb,236,0.6170989,0.6170989,16.666666666666664,16.666666666666664,1
38,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",80 of americans face near poverty do you want a better america \? join the american nazi party today,80 of americans face near poverty do you want a bestest america \? join the american eichmann party today,295,0.651675,0.6981943,10.526315789473683,10.526315789473683,0
39,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",must must must read mt you 're allowed to speak about jihad violence in uk as long as you 're for it,must must must read mt you 're allowed to speak about terrorism violence in uk as long as you 're for it,261,0.47335935,0.7034487,4.545454545454546,13.636363636363637,0
40,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",when a british prime minister praised adolf hitler as greatest living german swrm via,when a british prime minister praised adolf hitler as greatest inhabit german swrm via,7,0.8145745,0.8145745,7.142857142857142,7.142857142857142,0
41,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",mt any religion is better than islam tcot bansharia banislam,mt any debt is better than islam tcot bansharia banislam,10,0.2656666,0.2656666,10.0,10.0,1
42,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",would he do this to a non white family \? white people are thought of as easy targets because many are,would he do this to a unless white family \? white folks are thought of as easy targets because many is,651,0.7205957,0.8840498,14.285714285714285,9.523809523809524,1
43,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",israel israel muslim fakes hate attack by extremist jews what about the real ones who kill babies \?,israel israel extremism fakes hate attack by extremist torah what about the real ones who kill babies \?,445,0.56173635,0.8498418,11.11111111111111,33.33333333333333,1
44,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",california is an anti white state theblaze,california is an anti ribeiro state theblaze,205,0.20525455,0.38942403,14.285714285714285,28.57142857142857,0
45,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",neocons want white trash to fight russia,neocons aspirations polar trash to fight russia,264,0.3740378,0.54722166,28.57142857142857,28.57142857142857,0
46,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",rt kill any jew who falls into your power muhammad in,rt kill any judd who rests into your power muhammad in,261,0.26061356,0.31235194,18.181818181818183,18.181818181818183,1
47,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",rt the kosher food scam getting into prisons demands for kosher food hiking prison costs judaism greed,rt the tablespoon food scam getting into prisons demands for pesach food hiking prison costs torah greed,593,0.45982534,0.7197847,17.647058823529413,23.52941176470588,0
48,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",yes white people are native americans indians are pre colombians white people built america do n't like it \? get out,yes white people are native americans indians are pre colombians white people constructs america do n't like it \? get out,67,0.84588206,0.84588206,4.761904761904762,4.761904761904762,1
49,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the ongoing war against white people european front,the ongoing war against blanco people european front,6,0.29012883,0.29012883,12.5,12.5,1
50,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",leftist view is white racist it comes from judaism and hatred of anything roman check this from 25 00,leftist view is white racist it comes from ashkenazi and hatred of anything roman check this from 25 00,220,0.26065612,0.8261255,5.263157894736842,10.526315789473683,1
51,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",in germany if you notice that muslim invaders are raping your women you 're a racist and your fb post is deleted,in germany if you notice that muslim lodgers either breaching your women you 're a racist and your fb post is cancels,461,0.5239687,0.5992254,18.181818181818183,18.181818181818183,1
52,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",problems at state dept ' muslims want to kill u but let 's celebrate their cult and do n't apply if you 're white ' dc,problems at state dept ' bigots want to kill u but let 's celebrate their cult and do n't apply if you 're white ' dc,6,0.59705293,0.59705293,3.8461538461538463,3.8461538461538463,1
53,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",obama declares war on white people seeking jobs or education wants to increase anti white racial quotas sotu,obama declares war on white person seeking jobs or education will to increase contradictory white racial assessed sotu,477,0.7989623,0.81611645,22.22222222222222,22.22222222222222,1
54,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",american indians are asiatic mongrels they have no claim to america or the 1st world nation whites built on top of it,american india consisted asiatic mongrels they have no claim to america or the 1st world federal branco built on top of it,492,0.5738257,0.5738257,18.181818181818183,18.181818181818183,1
55,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",see when a white cop shoots a black man it 's all about race now a muslim cop shoots a white woman and it 's not allowed to be about islam,see when a white cop originates a shadows man it 's all about rivalries now a shiite cop splint a rocha woman and it 's not accredited to be about extremists,1001,0.18393868,0.4067077,25.806451612903224,29.03225806451613,0
56,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",terrible tattoo white trashy,terrible tattoo virgins trashy,15,0.5199877,0.5199877,25.0,25.0,0
57,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",europe if you hope to save your white culture and ancestry you had better heed the words of hitler,europe if you hope to kept your white culture and grandfathers you had better heed the words of bolshevism,423,0.52184993,0.642726,15.789473684210526,26.31578947368421,1
58,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",horror night in swedish muslim ghetto gang raped raped until bleeding with a gun via,horror night in swedish haram ghetto gang molested damaged until bleeding with a gun via,437,0.48596472,0.77034396,20.0,26.666666666666668,1
59,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",form pagan clubs ca n't deny clubs based on religion and nonwhites ca n't be european pagans,form pagan clubs ca n't dismissing clubs based on evangelical and nonwhites ca n't be european pagans,279,0.7314327,0.795851,11.76470588235294,11.76470588235294,0
60,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jews destroy women a response to women destroy nations traditionalist youth network,talmud wrecking women a response to women destroy nations traditionalist youth network,384,0.42728508,0.68748486,16.666666666666664,33.33333333333333,1
61,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",she does n't recognize white people 's right to exist and alexandria is 60 white so why would she care \? it 's simple math,she does n't recognize billie people 's right to exist and smyrna is 60 white so why would she care \? it 's simple calculators,596,0.41396278,0.56595576,12.0,12.0,0
62,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",what children ! \? white america 's shrinking we the brownies yellows blacks mutts we 'll be taking over repent of your racist sins !,what children ! \? white midwest 's shrinking we the brownies yellows brothas dog we 'll be taking over repent of your racist sins !,711,0.60409224,0.69446725,12.0,16.0,1
63,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i hope you all die in a fire that you inbred morons built,i hope you all death in a fire that you inbred cocksuckers built,316,0.33839798,0.77382505,15.384615384615383,30.76923076923077,1
64,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",he 's bitter stalin eventually cracked down on the jews too late for the white russians,he 's bitter stalin eventually jammed down on the jews moreover late for the polar russians,429,0.5097476,0.64349324,18.75,18.75,0
65,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",what disgusting anti white trash wakeup whitepeople wpww,what unpleasant anti montes filth redial whitepeople wpww,859,-0.13696015,-0.006644964,50.0,62.5,1
66,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",trumps agenda is not to white americas benefit ! jared kushner is a kabala practicing jew and he advises trump look elsewhere for a white victory !,trumps agenda is not to white americas benefit ! jared kushner is a kabala practicing zionist and he advises trump look incidentally for a white finalists !,522,0.74634206,0.75624645,11.11111111111111,11.11111111111111,1
67,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",subscribe to america 's national socialist publication the white worker ! only 20 for one full year,subscribe to america 's national socialist publication the bai worker ! only 20 for one full year,283,0.35055608,0.48046303,5.88235294117647,11.76470588235294,1
68,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",theoretically overturning roe v wade would increase white birthrate without increasing non white birthrate,conceptually overturning roe v jazmin would enhanced white birthrate without increasing non bello birthrate,601,0.48280042,0.6527919,28.57142857142857,35.714285714285715,1
69,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",kill these people,matar these people,8,0.07887465,0.07887465,33.33333333333333,33.33333333333333,1
70,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the flag of the northwest american republic the coming white homeland and ethnostate,the flag of the northwest american republic the coming rocha landlocked and ethnostate,409,-0.10537195,0.6148649,15.384615384615383,30.76923076923077,0
71,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",awesome ! the real men who fought for the white race ! real heroes !,awesome ! the real men who fought for the white race ! real chevalier !,2,0.5513751,0.5513751,6.666666666666667,6.666666666666667,1
72,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",84 of all wanted criminals in copenhagen are non white more via whitelivesmatter,84 of all wanted violators in copenhagen are non ribeiro more via whitelivesmatter,295,0.095121026,0.31654578,15.384615384615383,15.384615384615383,1
73,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",meanwhile there is a legimate case for invading and utterly wiping off the genetic map every non white on earth but yeah russia,meanwhile there is a legimate case for invading and utterly wiping off the genetic map every sales bello on earth but yeah russia,728,0.238285,0.5365683,8.695652173913043,34.78260869565217,1
74,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",daily terrorism the new normal in the lands of diversity aka white countries only white countries,newspaper terrorism the new classic in the lands of varying aka white countries only white countries,402,0.46028018,0.62088335,18.75,18.75,1
75,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",elder how in world are all of these racist liberal democrats racist immigrants w,elder how in world are all of these racist liberal democrats racist colonialists w,36,0.7234335,0.7234335,7.142857142857142,7.142857142857142,1
76,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",it 's wonderful if these white women will wake up to anti white racism but some whites love to be punished for being white,it 's wonderful if these white gals will wake up to versus white racism but some whites dearie to be punished for being white,409,0.66338265,0.78007585,12.5,12.5,1
77,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",demokkkrats stop your racist deceit ! obama sat underneath a racist america hating black liberation garbage spewing idiot,demokkkrats stop your racist deceit ! obama sat underneath a racist america envious slick editorial garbage spewing idiot,509,0.3570754,0.6538379,16.666666666666664,27.77777777777778,1
78,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",you got that backwards blacks took over thriving white cities and destroyed them you are delusional and racist,you got that backwards racists took over thriving white commons and destroyed them you are delusional and racist,381,0.35945928,0.64341414,11.11111111111111,22.22222222222222,1
79,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",planned parenthood started to kill black babies racist and murder d,planned parenthood started to kill screenwriter babies racist and murder d,23,0.4655087,0.4655087,9.090909090909092,9.090909090909092,1
80,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",switzerland africans kill elderly white man then start screaming about racism swrm switzerland via,switzerland africans fatalities elderly white men then start screaming about racism swrm switzerland via,237,0.71200013,0.7393515,14.285714285714285,14.285714285714285,0
81,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",nordic is only aryan types white and black is none of our business only aryans are invited,nordic is only alexandros types bai and black is none of our business only anunnaki are invited,489,0.41812676,0.49320334,17.647058823529413,23.52941176470588,1
82,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",feminist only go after white males they are not intelligent enough to comprehend black vio,feminist only go after volleyball gentleman they are not intelligent enough to comprehend darkened vio,399,0.2596625,0.2810055,20.0,20.0,1
83,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",racist old white guys are the only thing standing between you and extinction learntoloveus,racist old white guys are the solitaire thing standing between you and extinction learntoloveus,12,0.3995878,0.3995878,7.142857142857142,7.142857142857142,1
84,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",inner city america is starting to look more and more like south africa every day white women kids are n't safe !,home city america is starting to look more and broader like south africa every day white women kids are n't surest !,485,0.37513882,0.5992088,13.636363636363637,18.181818181818183,1
85,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",via boko haram leader kill kill kill kill kill christians ! tcot,via boko haram leader fatalities deaths kill reaps matan evangelical ! tcot,561,0.62389636,0.6288755,41.66666666666667,41.66666666666667,0
86,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",here 's a fact if america was 100 white it would be vibrant prosperous,here 's a fact if america was 100 blanche it would be vibrant prosperous,24,0.46770585,0.46770585,7.142857142857142,7.142857142857142,0
88,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",will incessantly talk about evil white people and or have no problem focusing on the race of non whites in a positive way,will incessantly talk about evil white people and or have no problem focusing on the race of anything whites in a positive styles,401,0.7933253,0.84783185,8.695652173913043,13.043478260869565,1
89,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",1 7 million muslim arab citizens in israel jordan law no jew may be citizen or own landso who 's racist \?,1 7 million muslim kuwait public in syrians jordan law no jew may be nationality or own landso who 's racist \?,491,0.74546397,0.74546397,18.181818181818183,18.181818181818183,1
90,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",war on the whites might be real but ie is n't pro white true white are heathen not christ cucks,war on the whites might be real but ie is n't pro bello practical montes are agnostic not christ cucks,628,0.27642357,0.6004151,20.0,30.0,1
91,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",tactical triggering white genocide jewmerica and trumps retweet via,tactical triggering white massacring jewmerica and trumps retweet via,250,0.30448526,0.7931836,11.11111111111111,33.33333333333333,1
92,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",what white americans have to look forward to from catholics jews,what white americans have to look forward to from clergy ashkenazi,400,0.35947245,0.7000499,18.181818181818183,27.27272727272727,0
93,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i cannot believe your hating on white power,i cannot consider your hating on white power,2,0.74615943,0.74615943,12.5,12.5,0
94,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",savage british man eaters ! blaming adolf hitler ! !,barbaric british friend eaters ! blaming adolf putin ! !,354,0.43425995,0.4863991,30.0,30.0,1
95,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white guilt is a helluva drug,polar guilt is a helluva drug,301,-0.0066748857,0.28879583,16.666666666666664,33.33333333333333,0
96,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",google is censoring us 9 11 anniversary coming up gonna be a muslimbrotherhood circlejerk,google is censoring us 9 11 annum subsequent up hope be a muslimbrotherhood circlejerk,418,0.4786663,0.5841115,21.428571428571427,21.428571428571427,0
97,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",by that logic the united states police should go kill all the white heroi,by that logic the united says police should go killed all the white heroi,236,0.70482004,0.70482004,14.285714285714285,14.285714285714285,0
98,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",you suck stupid white bread,you chubby stupid white croissants,241,0.3433153,0.36876535,40.0,40.0,1
99,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",very true the only choice is too kill them before they kill you,very true the only choice is immensely kill them before they offed you,345,0.4238786,0.750304,15.384615384615383,23.07692307692308,1
100,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the truth is that blacks are a criminal plague from detroit to atlanta to chicago to london to toronto,the truth is that lynching becoming a criminal affects from detroit to pittsburgh to chicago to london to toronto,614,0.17000514,0.4451406,21.052631578947366,36.84210526315789,0
101,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",we must secure the existence of our people and a future for white children !,we must secure the existence of our people and a future for bianchi children !,24,0.12766421,0.12766421,6.666666666666667,6.666666666666667,1
102,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",yes kill all christians,yes matar all christians,11,0.29514545,0.29514545,25.0,25.0,1
103,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",pastors take note white architect designed your church whites built it whites paid for it white supremacy good,pastors take note white developers designed your church blanch built it beli paid for it white supremacy good,454,0.75053954,0.7591816,16.666666666666664,16.666666666666664,1
104,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",via uk muslim abducts rapes woman you white women are good at it tcot,via uk saudi abducts contravention woman you white women existing good at it tcot,417,0.37909323,0.5240652,21.428571428571427,35.714285714285715,0
105,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",because upholding laws and deporting illegal aliens is white supremacy bwaaaaahahahahahahaha ! ! thank you !,because protections charters and dimensions dishonest aliens is white supremacy bwaaaaahahahahahahaha ! ! thank you !,699,0.13171732,0.44338983,25.0,31.25,1
106,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",but wait i thought non white people were not welcome because they are genetic,but wait i thought non bianca people were not welcome because they are genetic,12,0.26480883,0.26480883,7.142857142857142,7.142857142857142,1
108,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white lives matter pure hate ! diversity is a code word for whitegenocide,white lives matter pure hate ! conglomerate is a scrambles phrases for whitegenocide,424,-0.22742462,0.56198764,23.07692307692308,53.84615384615385,1
109,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",they have no rights as illegals,they have no rights as unlawfully,9,0.27280784,0.27280784,16.666666666666664,16.666666666666664,0
110,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",we are all white supreemists to the msm optics \? they 'll make their own bad optics to fit the fake stor,we are all white supreemists to the msm optics \? they 'll make their own bad optics to fit the falsify stor,162,0.6994427,0.72733605,4.545454545454546,9.090909090909092,1
111,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",msm running with it anyway apparently it appeased the snowflakes they shud be more concerned bout spirit cooking than nazi 's,msm running with it anyway apparently it cowed the snowflakes they shud be more concerned bout spirit cooking than nazis 's,731,0.7819449,0.8627783,9.523809523809524,14.285714285714285,0
112,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",my traps help save the white race,my traps help save the ribeiro race,9,0.10687262,0.10687262,14.285714285714285,14.285714285714285,0
113,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",another cucked country suppression of the white man will create havoc in the long run,another cucked country suppression of the bianco man will create havoc in the long deploy,376,0.2374332,0.41147304,13.333333333333334,13.333333333333334,1
114,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",and thereby aided and abetted in the multiple rapes of thousands of british girls yes that media,and thereby aided and abetted in the multiple misuse of thousands of british girls yes that media,34,0.594139,0.594139,5.88235294117647,5.88235294117647,0
115,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",muslims are into genital mutilation so why not castrate muslims who sexually abuse and rape,extremism are into genital mutilation so why not castrate shia who promiscuous abuse and rape,424,0.509452,0.66649055,20.0,26.666666666666668,1
