orig_label,new_text,new_text_emoji
1,mixing of polar and non blanche is wrong nothing good comes out of it !,mixing of po😃😃lar and n😄😄on blanche is wrong not😁😁hing good comes out of it !
1,sheesh is there not one sane female ' dailies ' person on \? they 're all moronic racist bimbos profiling white men \? good prospecting with that !,sheesh is there not o😆😆ne sane female ' dailies ' per😃😃son on \? they 're all moronic rac😻😻ist bimbos profiling wh😻😻ite m😹😹en \? go😃😃od prospecting with that !
1,could n't agree more ! that is why he is polar trash for speaking like that !,could n't agree more ! that is why he is po😊😊lar tr😄😄ash for speaking li😸😸ke that !
1,according to leftists we need to get rid of branko people in general you have legitimized white nationalism thank you,according to leftists we ne😇😇ed to get rid of branko peo😂😂ple in gen😺eral you have legitimized wh😊😊ite natio😁😁nalism thank you
1,i'm randomly on a white power racist website and find this ! ! ! sigmund hitler cheerful face t shirt,i'm rand😺omly on a wh😆😆ite po😂😂wer rac😺😺ist website and find this ! ! ! sigmund hit😁😁ler cheerful face t shirt
1,so islamic terrorism is not a race yet i'm a racist \? you 're deeply confused,so islamic terr😊orism is not a ra😸😸ce y😃😃et i'm a rac😻😻ist \? you 're dee😺ply confused
1,of cours you killed israelis kids,of cours you kil😊😊led israelis ki😻😻ds
1,compare what happened to gentile goldstein to the violence we routinely see from darkness lives matter and antifa,compare what happened to gentile goldstein to the viol😊😊ence we rout😄inely s🤣🤣ee from dark😁ness li😂😂ves mat😄😄ter and antifa
1,arabia is full of child molesting fag mohamedsucksdick,arabia is full of child molesting fag mohameds😻😻ucksdick
1,i'm anishinaabeg from deshkan ziibi salutations white megalomania !,i'm anishinaabeg from deshkan ziibi salutations wh😺😺ite megalomania !
1,because it offends leftist shitlib sensibilities bianco people,because it offends lef😄tist shitlib sensibilities bia😸😸nco peo😆😆ple
1,repeal all gun and drug laws problem mainly solved most darkened people unfortunately support the wars on both,rep😺eal all gun and drug laws pro😂😂blem mai😄nly solved most darkened peo😹😹ple unfort😇unately sup😆😆port the wars on both
1,three cheers for for daring to stand up for a people who are aimed for the ash packet of historic globalwaronwhites,three cheers for for daring to st😁😁and up for a peo😹😹ple who are aimed for the ash packet of historic globalwaronwhites
1,rabbinical activist on tv show says low white parenthood rate a good thing read more via,rabbi😃😃nical acti😁vist on tv show says low wh😁😁ite parenthood rate a go😁😁od thing re😁😁ad more via
1,fondling the field of those out to died us all rt stopislam makedclisten bansharia,fondling the field of those out to died us all rt stopislam makedc😄😄listen bansharia
1,ahead join the wkk white killer supremacists,ahead join the wkk wh😆😆ite kil😻ler suprem😹😹acists
1,without white people to support rednecks blacks would go extinct in 6 months they are too d,without wh😺😺ite peo😂😂ple to sup😺😺port redn😁😁ecks blacks would go extinct in 6 months they are too d
1,global warming and other natural phenomenon are beyond control of zionism media stop the fraud of climate change,glo😂bal warming and ot😸her nat😺ural phenomenon are beyond control of zio🤣🤣nism me🤣🤣dia st😊😊op the fraud of climate change
1,i consults white children living happily in white countries white countries must return to being white,i consults wh😂😂ite children living hap🤣pily in white coun😺😺tries wh🤣🤣ite countries must return to being wh😻😻ite
1,seems lgbt activists only want a closeted ocracy a dictatorial state where all convey to them or be punished sad !,seems lgbt activists on😇ly wa🤣🤣nt a closeted ocracy a dicta😂torial st😇😇ate where all convey to them or be punished sad !
1,call them what they are they are anti belo they want to rotated every european bianca country nobody white that 's where all their policies lead to they need to be on the defense for pushing genocide you should be on offense,ca😃😃ll them what they are they are an😁😁ti belo they wa😆😆nt to rotated ev😻😻ery european bia😸😸nca cou😁😁ntry nobody wh😇😇ite that 's where all their policies lead to they ne😃😃ed to be on the defense for pushing geno😊😊cide you should be on offense
1,this is stupid ignorant sampaio trash want the wall,this is stu😺😺pid ignorant sampaio trash wa😹😹nt the wall
1,ramadan starts in afghanistan islamist murder 18 with militant suicide car bomb,ramadan starts in afghanistan isla😇mist mur😇😇der 18 with militant suicide car bomb
1,80 of americans facing near poverty do you want a preferable america \? join the american nazis party today,80 of amer😻😻icans facing near poverty do you want a prefe😊rable ame😃😃rica \? jo😊😊in the amer😄😄ican nazis party today
1,must must must read mt you 're allowed to discussions about jihad violence in uk as extension as you 're for it,mu😊😊st mu🤣🤣st mu😹😹st re😆😆ad mt you 're allowed to discu😻ssions about jihad viol😆😆ence in uk as exte😆nsion as you 're for it
1,when a british prime ministers praised adolf hitler as greatest living german swrm via,when a british prime ministers praised adolf hit😺😺ler as greatest living german sw😆😆rm v😊😊ia
1,mt any religion is better than extremism tcot bansharia banislam,mt any religion is bet😂😂ter than extr😸😸emism tcot bansharia banislam
1,would he do this to a non branko family \? white people are thought of as easy targets because many are,would he do this to a n😇😇on bra😆😆nko fam😸ily \? wh😂😂ite peo😃😃ple are thought of as easy targets because ma😇😇ny are
1,israel israel terrorists fakes hate attack by extremist rabbinical what about the real ones who kill babies \?,israel isr😸😸ael terrorists fakes ha😃😃te attack by extr😇emist rabbi😇😇nical what about the real ones who ki😊😊ll babies \?
1,oregon is an anti bai state theblaze,oregon is an an😺😺ti b😇😇ai state theblaze
1,neocons wants white litter to fight russia,neocons wa😻😻nts wh😹😹ite lit😂ter to fight russia
1,rt murder any yehuda who falls into your power muhammad in,rt mur😁😁der any yeh😹😹uda who falls in😃to your po😺😺wer muhammad in
1,rt the kosher food scam gaining into prisons requests for kosher food hiking prison costs judaism hubris,rt the kos😻her food scam gaining in😃to prisons requests for kos😺her food hiking prison costs jud😹aism hubris
1,yes white people are native americans indians are pre colombians white people built america do n't like it \? arrived out,y😃😃es wh😺😺ite peo😇😇ple are nat😸ive americans ind😁ians are pre colombians white peo😇😇ple built ame😻😻rica do n't like it \? arrived out
1,the ongoing war against white public europeans front,the ongoing war against wh🤣🤣ite pub😁😁lic europeans front
1,leftist view is white racist it comes from ashkenazi and hatred of anything roman check this from 25 00,lef😹tist view is wh😆😆ite rac😊😊ist it comes from ashk😆😆enazi and hatred of anything roman check this from 25 00
1,in germany if you notice that muslim assailants are raping your women you 're a racist and your fb posts is deleting,in ger😄😄many if you notice that mus😹😹lim assailants are raping your wo🤣🤣men you 're a rac😻😻ist and your fb posts is deleting
1,problems at federal secretariat ' muslims want to kill u but let 's celebrate their cult and do n't apply if you 're white ' dc,problems at fed😃eral secretariat ' mus😃😃lims wa🤣🤣nt to ki😸😸ll u but l😺😺et 's celebrate their cult and do n't ap😂ply if you 're wh😂😂ite ' dc
1,obama declares war on pristine residents seeking jobs or education wants to increase opposing bai racial quotas sotu,ob😺😺ama declares war on pris😂😂tine residents seeking jobs or educ😄ation wa😆😆nts to incr😆ease opposing b😃😃ai racial quotas sotu
1,american indians represent asiatic mongrels they have no claim to america or the 1st world nationalities polar built on uppermost of it,amer😺😺ican ind😊ians represent asiatic mongrels they have no claim to ame😹😹rica or the 1st wo😃😃rld nationalities po😹😹lar built on uppermost of it
1,see when a white cop shoots a black man it 's all about race now a extremism officer canes a white woman and it 's not allowed to be about extremism,s😆😆ee when a wh😻😻ite cop shoots a black m😻😻an it 's all about race n😆😆ow a extr😄😄emism off😊icer canes a white wo😺😺man and it 's not allowed to be about extr😻😻emism
1,terrible tattoo pristine trashy,terr🤣ible tattoo pris😁😁tine trashy
1,europe if you hope to save your pristine booming and ancestry you had better heed the words of hitler,eur😸😸ope if you hope to save your pris😂😂tine booming and ancestry you had bet😸😸ter heed the words of hit😄😄ler
1,horror night in swedish extremism gangbangers gang raped raped until bleeding with a gun via,horror night in swedish extr😺😺emism gangbangers gang raped raped un😻til bleeding with a gun v😁😁ia
1,form pagan clubs ca n't refusing clubs based on religion and nonwhites ca n't be istvan pagans,form pagan clubs ca n't refusing clubs based on religion and nonw😊hites ca n't be istvan pagans
1,talmud annihilating women a response to women destroy nations traditionalist youth network,tal😆😆mud annihilating wo🤣🤣men a response to wo😺😺men destroy nations traditi😄onalist youth network
1,she does n't recognize white gens 's right to are and alexandria is 60 white so why would she care \? it 's simple math,she does n't reco😂gnize wh😃😃ite gens 's ri😻😻ght to are and alexandria is 60 wh😸😸ite so why would she ca😹😹re \? it 's simple math
1,what children ! \? white americans 's shrinking we the brownies yellows darkies doggies we 'll be taking over entreat of your racist sins !,what chil😊😊dren ! \? wh😺😺ite amer😇😇icans 's shrinking we the brownies yellows dar😻😻kies doggies we 'll be taking ov😃er entreat of your rac😺😺ist sins !
1,i hope you all mortality in a fire that you genealogy morons built,i hope you all mort😊ality in a fire that you genealogy morons built
1,he 's bitter stalin eventually cracked down on the judd too late for the white russians,he 's bit😊ter stalin event🤣ually cracked down on the judd too late for the wh😆😆ite russians
1,what sickening contrasting white horseshit redial whitepeople wpww,what sickening contrasting wh😂😂ite horseshit red😺ial whitepeople wpww
1,trumps agenda is not to white americas benefit ! jared kushner is a kabala practicing jewish and he advises trump look besides for a sampaio victory !,trumps agenda is not to wh😆😆ite americas benefit ! jared kus😹hner is a kabala practicing jew😆😆ish and he advises tr😹😹ump lo😃😃ok besides for a sam😹😹paio victory !
1,subscribe to america 's national socialist publication the bai worker ! only 20 for one full year,subscribe to ame😻😻rica 's nati😂onal soci😹alist publi🤣cation the b😃😃ai wor😆ker ! on🤣ly 20 for o😄😄ne full ye😆😆ar
1,theoretically overturning roe v wade would increase bloodless birthrate without increasing no bai birthrate,theore😂tically overturning roe v wade would incr😃ease bloo😁😁dless birthrate wit😂😂hout incre😹asing no b😄😄ai birthrate
1,murder these people,mur😊😊der these people
1,the insignia of the northwest nationals republic the coming bianca homeland and ethnostate,the insi🤣gnia of the northwest nati🤣🤣onals republic the coming bia😆😆nca homeland and ethnostate
1,awesome ! the real men who fought for the bianco race ! real heroes !,awesome ! the re😄😄al m😻😻en who fought for the bia😸😸nco race ! real heroes !
1,84 of all could hoodlums in copenhagen are non white more via whitelivesmatter,84 of all could hoodlums in copenhagen are n🤣🤣on wh😻😻ite more v😻😻ia whiteliv😺esmatter
1,meanwhile there is a legimate case for invading and utterly wiping off the genetic mapping every no bai on earth but yeah russia,meanwhile there is a legimate case for inva🤣ding and utt😸erly wiping off the genetic mapping ev🤣🤣ery no b😹😹ai on earth but yeah russia
1,daily terrorism the groundbreaking normal in the lands of variety aka white countries only bianco countries,da😺ily terr😊orism the groundbreaking nor😊mal in the lands of variety aka wh😄😄ite coun😹😹tries on😆ly bia😻😻nco coun😇😇tries
1,elder how in world are all of these racist liberal democrats racist migration w,el😁der how in world are all of these rac😻😻ist lib😊😊eral democrats rac😺😺ist migr😻ation w
1,it 's wonderful if these branko women will wake up to objecting white racism but some whites love to be punished for being white,it 's wonderful if these bra😃😃nko wo😂😂men wi😁😁ll wake up to objecting wh😇😇ite rac😁😁ism but some whites love to be punished for being white
1,demokkkrats stop your racist deceit ! obama sat underneath a racist america hating sombre detach refusing spewing idiot,demokkkrats stop your rac😄😄ist deceit ! ob😂😂ama sat under🤣neath a rac🤣🤣ist ame😁😁rica hating sombre detach refusing spewing idiot
1,you got that aft darkies took over thriving white neighborhoods and destroyed them you are delusional and racist,you got that aft dar😸😸kies took ov😄er thriving wh😺😺ite neighborhoods and destroyed them you are delus😺ional and rac😹😹ist
1,planned affiliation started to kill black pediatric racist and murder d,planned affil😁iation started to ki😻😻ll bl😄😄ack pediatric racist and mur😄😄der d
1,switzerland africans murdering elderly white man following start screaming about racism swrm switzerland via,switzerland africans murdering eld😹erly wh😂😂ite m😹😹an following start screaming about racism swrm switzerland v😁😁ia
1,nordic is only aryan types beli and black is none of our firm only aryans are invitations,nordic is on😂ly aryan types be😂😂li and bl😊😊ack is no😻ne of our firm on😸ly aryans are invit😊ations
1,feminist only go after bai guys they are nope intelligent enough to comprehend darkened vio,femi😸nist on😆ly go af😂ter b😇😇ai guys they are nope intel😸ligent enough to comprehend darkened vio
1,racist old white guys are the only thing standing between you and vanish learntoloveus,rac😊😊ist old wh😸😸ite guys are the on😄ly th😄😄ing standing between you and vanish learntoloveus
1,inner city america is starting to consults more and grander like south africa every day white ladies kids are n't safe !,in😂ner ci😇ty ame😂😂rica is starting to consults more and gra😃nder li😆😆ke so😊😊uth afr😄😄ica every day wh😹😹ite ladies kids are n't safe !
1,via boko haram leader kill killed kill kill assassinate evangelical ! tcot,v😆😆ia boko haram lea🤣der ki🤣🤣ll killed ki😻😻ll kill assassinate evang😆elical ! tcot
1,here 's a fact if america was 100 bello it would be vibrant prosperous,here 's a fact if ame😹😹rica was 100 be😺😺llo it would be vibrant prosp😸erous
1,will incessantly talk about evil belo people and or have no problem attention on the race of nothing whites in a positive way,wi😻😻ll inces😂santly talk about ev😇😇il belo peo😆😆ple and or have no pro😸😸blem atte😇ntion on the race of nothing whi😻😻tes in a posi😄tive way
1,1 7 million muslim arab citizens in israel jordan law no ashkenazi may be citizen or property landso who 's racist \?,1 7 million mus😻😻lim arab citizens in isr😄😄ael jordan law no ashk😹😹enazi may be citizen or property landso who 's rac😸😸ist \?
1,war on the whites might be veritable but ie is n't pro beli true bianco are worshipping not christ cucks,war on the whi😃😃tes might be veri😻table but ie is n't p😆😆ro be😂😂li true bia😹😹nco are worshipping not chr😹ist cucks
1,tactical triggering white massacring jewmerica and trumps retweet via,tact😂ical triggering wh😃😃ite massacring jewmerica and trumps retweet v😇😇ia
1,what white americans have to look forward to from evangelicals jews,what white amer😁😁icans have to lo😺😺ok forward to from evangelicals je😊😊ws
1,i cannot believe your hating on bloodless power,i cannot believe your hat😂😂ing on bloodless po😃😃wer
1,brutal british man eating ! blaming fernand hitler ! !,bru😁tal british m😻😻an eating ! blaming fernand hit🤣🤣ler ! !
1,polar guilt is a helluva drug,po😹😹lar guilt is a helluva drug
1,google is censoring us 9 11 year coming up going be a muslimbrotherhood circlejerk,google is censoring us 9 11 ye😆😆ar coming up go😁😁ing be a muslimbrotherhood circlejerk
1,by that logic the united states police should go kill all the bai heroi,by that logic the uni😊ted states police should go ki😄😄ll all the b😹😹ai heroi
1,you suck stupid blanks loaf,you suck stupid bla😆😆nks loaf
1,very true the only choice is too murdering them before they offed you,very tr😂😂ue the on😻ly choice is too murdering them before they offed you
1,the truth is that spics are a criminal afflicts from detroit to atlanta to chicago to london to toronto,the truth is that spics are a crim🤣inal afflicts from detroit to atlanta to chicago to london to toronto
1,we must secure the existence of our people and a future for pristine children !,we mu😁😁st secure the existence of our peo😄😄ple and a future for pris😇😇tine children !
1,yes murder all christians,yes mur😊😊der all christians
1,pastors take note white architect designed your church whites built it whites repaying for it white supremacy bona,pastors take note wh😆😆ite architect designed your church whi😹😹tes built it whi😺😺tes repaying for it wh😺😺ite supremacy bona
1,via uk mosque abducts mistreatment woman you bianco women are good at it tcot,v😻😻ia uk mosque abducts mistre😇atment woman you bianco women are go😇😇od at it tc😁😁ot
1,because upholding laws and deportation undocumented humanoids is white supremacy bwaaaaahahahahahahaha ! ! thank you !,because upholding laws and depor😄tation undocu🤣🤣mented humanoids is wh😄😄ite supr😺😺emacy bwaaaaahahahahahahaha ! ! thank you !
1,but expecting i thought non white people were nor welcome because they are genetics,but expecting i thought n😸😸on wh😃😃ite peo😊😊ple were nor welcome because they are genetics
1,bianca lives topic pure hate ! diverse is a code word for whitegenocide,bianca li🤣🤣ves topic pure ha😹😹te ! diverse is a code word for whiteg😻😻enocide
1,they have no rights as undocumented,they have no rights as undocu😻😻mented
1,we are all white supreemists to the msm optics \? they 'll make their own bad optics to fit the falsify stor,we are all wh😊😊ite supreemists to the msm optics \? they 'll ma😆😆ke their own b😄😄ad optics to fit the fal😹sify stor
1,msm running with it anyway apparently it soothed the snowflakes they shud be more concerned bout spirit cooking than nazis 's,msm running with it anyway appar😄ently it soothed the snowflakes they shud be more concerned bout spirit cooking than na😇😇zis 's
1,my traps help bailout the white racing,my traps he😇😇lp bailout the wh😆😆ite racing
1,another cucked nationals suppression of the white man will create havoc in the long run,ano😃😃ther cucked nati😺😺onals suppr🤣ession of the white man wi😄😄ll create havoc in the long run
1,and thereby aided and boosted in the multiple rapes of gazillion of british girls hmm that media,and thereby aided and boosted in the multiple rapes of gazillion of british girls hmm that me😊😊dia
1,muslims are into genital mutilation so why not castrate extremism who immodest abuse and offences,mus😄😄lims are in😸to gen😊ital mutil😄ation so why not castrate extr😃😃emism who immo😹dest abuse and offences
1,you are part of the conspiracy \( \( \( lenin \) \) \) while you advocate your anti branca equality your talmud state of israel remains a ashkenazi state why is that,you are part of the conspiracy \( \( \( lenin \) \) \) while you advocate your an😻😻ti branca equa😹lity your tal😹😹mud st😄😄ate of isr😹😹ael remains a ashk😄😄enazi st😄😄ate why is that
1,no moe white europeans no more plantation deal with it accept it,no moe wh😁😁ite europeans no more plant😹ation de😺al with it accept it
1,as riots exasperated moderate palestinians circulate lie about israelis trying to destroy al aqsa mosque in 1969,as riots exasperated moderate palestinians circulate lie about israelis try😺😺ing to destroy al aqsa mosque in 1969
1,how did darkies get to america in the first place \? hmmm by the way bai population is shrinking cous they 're killing themselves,how did dar😹😹kies g😸😸et to ame😊😊rica in the first place \? hmmm by the w😄😄ay b😺😺ai popul😄ation is shrinking co😃us they 're killing themselves
1,soros the great racist promoting funding racial hatred in the naming of anti racism,soros the gr😁😁eat rac😃😃ist promoting funding racial hatred in the naming of anti rac😆😆ism
1,it means blank demons,it means bl😻😻ank demons
1,rather than endeavour to build our own institutions within the confines of the existing power structure there should be a movement that seeks to extricate racial from conventional firm altogether like the hippies wanted why is n't anyone talking about this \? whitegenocide,rat😃her than endeavour to build our own instit😃utions within the confines of the existing po😻😻wer structure there should be a move😂ment that seeks to extricate rac😻😻ial from conven😁tional firm altog😊ether li😊😊ke the hippies wanted why is n't anyone talking about this \? whiteg😊😊enocide
1,bruh gots make racist claims and support seclusion with my obtuse nationalism let 's talk about how disaffected we are,bruh gots make rac😄😄ist claims and sup🤣🤣port secl😻usion with my obtuse natio😹😹nalism l😹😹et 's talk about how disaf😄fected we are
1,whooping colonization is the only colonization that perpetually helped another errand,whoo😄😄ping coloni😃zation is the on😆ly coloni😄zation that perpe😻tually helped ano😊😊ther errand
1,muslims hate jews 18c has nothing to do with jihadists talmud hatred,muslims ha😺😺te je😸😸ws 18c has nothing to do with jihadists tal😄😄mud hatred
1,the shiite was racist,the shiite was rac😊😊ist
1,maybe because all these black people would shoplift and offed the commences white person they see come in there \?,ma😺😺ybe because all these bl😻😻ack people would shoplift and offed the commences white person they s😇😇ee co😃😃me in there \?
1,it 's bianco ppl committing the crimes,it 's bia😁😁nco p😃😃pl committing the crimes
1,her whole twitter history is crying about white people to white people on white peoples invented technology in our bai basis country,h🤣er whole twi😊tter history is crying about wh😁😁ite peo😆😆ple to white people on wh😁😁ite peoples inve😃nted technology in our b😂😂ai basis cou😆😆ntry
1,the racist idiots at dark lives matter have come up with a grand scheme to demonize white citizens and their favorite target is potus trump i stand by our president and against these far left racist hateful demon cretins hey originate at me !,the rac😊😊ist idiots at dark li😹😹ves mat🤣🤣ter have co😂😂me up with a grand scheme to demo😂nize wh😆😆ite citizens and their favorite target is potus tr😄😄ump i st😄😄and by our president and against these far le😃😃ft rac😁😁ist hateful demon cretins hey originate at me !
1,the ebony idea of harmony is committing 100 of homicide in naples negra undertow,the ebony idea of harmony is committing 100 of homicide in naples negra unde😆rtow
1,what a national marxists america will do for the pristine american worker ! nationalsocialism nationalism,what a nati😻onal marxists ame😂😂rica wi😸😸ll do for the pristine amer😺😺ican wor😆ker ! national😆socialism nationalism
1,russia is the only white public in the world white people the world over should encompass putin he knows how to pull this,russia is the on😊ly wh😇😇ite pub😹😹lic in the wo😂😂rld white peo😻😻ple the wo😃😃rld ov😆er should encompass putin he knows how to pull this
1,caucasians identity will not be \( \( \( deconstructed \) \) \),caucasians iden🤣🤣tity wi😸😸ll not be \( \( \( deconstructed \) \) \)
1,y vote they all goddam us branko folks anyway,y vote they all goddam us bra😁😁nko folks anyway
1,alleged blank genocide,alleged blank geno😹😹cide
1,that 's reasoning racial segregation is gotta,that 's reasoning rac😇😇ial segre😃gation is gotta
1,previous article obscured his black race but i knew it was a black male homicides a young white woman,prev😇ious article obscured his bl😃😃ack ra😹😹ce but i knew it was a bl🤣🤣ack male homicides a young white wo😊😊man
1,i killed them because they assumed bloodless,i kil😺😺led them because they assumed bloo🤣🤣dless
1,you do n't resided here stay put in atlanta with the keeps of the freakshow congregate there,you do n't resided here stay put in atlanta with the keeps of the freakshow congr😸😸egate there
1,nation of islam attendees supremacist black police shots in dallas attended mosque,nat😃😃ion of is😊😊lam attendees supremacist bl😃😃ack police shots in dallas attended mosque
1,they hate us because the quran tells them specifically to loathe us to pretend they dont but to loathe us in their centerpiece dont be an idiot,they ha😸😸te us because the quran tells them specif😆ically to loathe us to pretend they do😁😁nt but to loathe us in their centerpiece do😸😸nt be an idiot
1,atheist marxist marxist representing child molester sodomites that is the leadership sigmund hitler victimized,ath😄eist mar😆xist mar😃xist representing child mole😂ster sodomites that is the leadership sigmund hit😇😇ler victimized
1,germany never before seen ritual immigration violence swrm via,germany never before seen rit😇ual immig😇😇ration viol😇😇ence swrm via
1,israeli president netanyahu criticized for allowing his son to race mixed with white unbelieving girl via,israeli president netanyahu criticized for allowing his son to ra😻😻ce mixed with wh😹😹ite unbel😁ieving girl v😆😆ia
1,the globalist multicultural antagonistic white daemons gonna hate whatcha gonna do smh keep it up jess we 're winning,the glob😇alist multic🤣ultural antagonistic wh😸😸ite daemons gonna ha😹😹te whatcha gonna do smh ke😺😺ep it up jess we 're winning
1,she didnt feel a sense of self worth she did n't deserve to die for that but she fits the white anti montes profile,she didnt feel a sense of se😇😇lf worth she did n't deserve to die for that but she fits the wh😆😆ite an😺😺ti montes profile
1,dear white women they hate hating you no matter what so marry a white guys have beautiful montes children,dear wh😹😹ite wo😊😊men they ha😁😁te hat😇😇ing you no matter what so marry a white guys have beautiful montes children
1,obscurity activists call for lynching and suspended of blanks people and cops,obsc😆urity activists ca😹😹ll for lynching and suspended of bla😹😹nks peo😃😃ple and cops
1,hey everybody i encourage you to supervises the only voice of truth these days nationalsocialism,hey everybody i encourage you to supervises the on😸ly voice of truth these days national😇socialism
1,kkk resided and well volleyball brother hood unite ku klux klan bueno job biscuits,k😸😸kk resided and we🤣🤣ll volleyball bro😇ther hood un😇ite ku klux klan bueno job biscuits
1,no longer einstein 's he was a judaism anyway,no lon😻ger einstein 's he was a jud😸aism anyway
1,video proof that everyone feels safe in majority white crowds similarly white brits ca n't even walk their possessed streets duckfiversity,vi😹😹deo proof that everyone feels safe in majo😹rity wh😊😊ite crowds simi😇larly wh😄😄ite brits ca n't ev😹😹en walk their possessed streets duckfi😊versity
1,is burning racial the new knock out game for spics \?,is burning rac🤣🤣ial the n😻😻ew knock out game for spics \?
1,h calls anyone who wants 2 b assure a racist she is a antagonistic of america her polices will not keep us safe,h calls anyone who wa😆😆nts 2 b assure a rac😹😹ist she is a antagonistic of ame😂😂rica h😺er polices wi😺😺ll not ke😻😻ep us safe
1,italy jihadi talked about fastening his belt to reach heaven extremism islamophobia tcot,it😆aly jihadi talked about fastening his belt to reach heaven extr😹😹emism islamo🤣🤣phobia tc😄😄ot
1,and there was an underlying white identity resurgence to trump 's campaign it 's why the ashkenazi freaked so much,and there was an under😇lying wh😊😊ite iden😁😁tity resurgence to tr😆😆ump 's campaign it 's why the ashk😻😻enazi freaked so much
1,yea their minds have been polluted by the zionism media,yea their minds have been polluted by the zio😆😆nism me😆😆dia
1,funny how tolerating sombre crime is key to keep black politicians in power safe streets would carry polar back and they 'd want ok govt,funny how tolerating sombre cr🤣🤣ime is key to ke😸😸ep black politicians in power safe streets would carry po😁😁lar ba😄😄ck and they 'd wa😃😃nt ok govt
1,you know god dislikes white people right \?,you know g😄😄od disl😇ikes white people ri😁😁ght \?
1,the in those tables is of crime not of racial demographic the jew is a non aspects re violent crime financial crimes however,the in those tables is of cr😃😃ime not of rac😁😁ial demographic the j😂😂ew is a n😂😂on aspects re violent cr😸😸ime fina😄ncial crimes how😹ever
1,hallmarks europa unfurls their banner emblazoned with you will not replace us redicelive,hallmarks europa unf😃urls their ban😁ner emblazoned with you wi😄😄ll not replace us redic😄elive
1,stop all extremism immigration now !,st😺😺op all extremism immigration n😄😄ow !
1,america needs a national frontlines that will be of use to bianco americans,america needs a nati😁onal frontlines that wi😂😂ll be of use to bia😸😸nco amer😸😸icans
1,rt holocaust scam rolls on jews say to apply for more cash in underlying this gets to the like of the contriv,rt holo😇😇caust scam rolls on je🤣🤣ws s🤣🤣ay to ap😻ply for more cash in under😄lying this gets to the li😁😁ke of the contriv
1,rn the average pristine person is taught we were always the oppressor we have a right to learn about the extraordinary achievements of our race,rn the average pris😂😂tine per😹😹son is taught we were alw😃😃ays the oppressor we have a ri😊😊ght to learn about the extraordinary achievements of our ra😺😺ce
1,all white bullshit plain and simple ! do n't like it here \? then relocate dunno else you 're,all wh😺😺ite bullshit plain and simple ! do n't li😸😸ke it here \? then relocate dunno else you 're
1,i ca n't stand these people saying white lives matter is racist but sombre lives matter is n't instead worse the bianco ppl with blm,i ca n't st😊😊and these peo😹😹ple saying wh😃😃ite lives matter is racist but sombre lives mat😁😁ter is n't ins😁tead worse the bianco p😃😃pl with blm
1,splc uses itunes to help toghether donations to concluding destroying the white race via,splc uses itunes to he😃😃lp togh😊ether donations to concluding destroying the wh😊😊ite ra😂😂ce via
1,what 's shocking is 34 did n't think america settled by white euros going 's see 12 3 brun pop 12 5 braun pop misc minorities branko cucks,what 's shocking is 34 did n't th😂😂ink ame😻😻rica settled by wh😄😄ite euros go😁😁ing 's s😊😊ee 12 3 brun pop 12 5 braun pop misc minorities bra😊😊nko cucks
1,no ! reaps your friends who support islam,no ! reaps your friends who sup😆😆port is😹😹lam
